joke_num,text,true_label,llm_classification,confidence,llm_personal_funny,funniness,offensiveness,originality,appropriateness,clarity,upvotes,downvotes,score
181,What's the difference between a PAEDOPHILE and an unPAEDOPHILE? A little un,True,NO,10,NO,2,9,1,1,8,4.0,0.0,4.0
182,"I'm American, and I'm sick of people saying America is ""the stupidest country in the world."" Personally, I think Europe is the stupidest country in the world.",True,NO,10,NO,6,7,4,3,8,3.0,0.0,3.0
183,what runs across walls and kills Jews? Gas pipes,True,NO,10,NO,1,10,2,1,8,13.0,0.0,13.0
184,What has 8 big black hairy legs and makes women scream? Gang rape...,True,NO,1,NO,1,10,2,1,8,10.0,0.0,10.0
185,"Pick up line: Damn, can I call you Sandy Hook? Because I want to shoot a bunch of kids inside of you.",True,NO,1,NO,1,10,2,1,8,6.0,0.0,6.0
186,"If the United States was attacked from behind, would Greece help ?",True,NO,1,NO,8,2,9,8,7,12.0,0.0,12.0
187,Boy Scout leaders should always have another adult present. You need another adult to hold them down and keep them from squirming around so much.,True,YES,10,YES,6,2,7,8,9,6.0,0.0,6.0
188,you know a girl is too young when you have to make car noises to get your dick in her mouth,True,YES,10,YES,2,9,1,1,8,10.0,0.0,10.0
189,"Sir Harold Walter Kroto (born Harold Walter Krotoschiner; 7 October 1939 – 30 April 2016), known as Harry Kroto, was an English chemist",False,YES,10,YES,1,1,1,10,10,,,
190,Did you hear about Hitler Knievel ? He tried to jump 40 Jews on a Steamroller!,True,NO,8,NO,2,9,1,1,8,3.0,0.0,3.0
191,What’s the best way to mentally ruin a girl? Mid way through raping her you stop and say “sorry I’m just not that in to you”,True,NO,8,NO,1,10,2,1,8,26.0,0.0,26.0
192,Enterobacteriaceae is a large family of Gram-negative bacteria,False,NO,8,NO,1,1,1,10,10,,,
193,What's black and doesn't work? Half of London.,True,YES,10,YES,6,4,2,6,8,8.0,0.0,8.0
194,"A dagger is a knife with a very sharp point and usually two sharp edges, typically designed or capable of being used as a thrusting or stabbing weapon",False,YES,10,YES,1,1,1,10,10,,,
195,"Jimmy Saville track suits I hear a major sports clothing chain is doing a range of Jimmy Saville track suits. The top is a normal size, but it has a tight bottom you have to squeeze into",True,YES,10,YES,6,8,4,2,8,3.0,0.0,3.0
196,How does every Black joke start? By looking over your shoulder!,True,YES,10,YES,6,8,4,2,8,4.0,0.0,4.0
197,Statistically 9/11 Americans won't get this.,True,YES,10,YES,8,2,9,8,7,4.0,0.0,4.0
198,How do you know your sister is NOT on her period? You found the bloody coat hanger,True,YES,10,YES,6,8,4,2,8,9.0,0.0,9.0
199,What's the hardest thing about running over a child with a car? My dick.,True,NO,10,NO,2,9,1,1,8,32.0,0.0,32.0
200,What's pink and dribbles? A flamongo.,True,NO,10,NO,6,1,8,9,7,14.0,0.0,14.0
201,"Events Pre-1600 173 – Marcomannic Wars: The Roman army in Moravia is encircled by the Quadi, who have broken the peace treaty (171)",False,NO,10,NO,1,1,1,10,8,,,
202,Statistically... 9 out of 10 people enjoy gang rape.,True,NO,10,NO,1,10,2,1,8,10.0,0.0,10.0
203,A Bayer designation is a stellar designation in which a specific star is identified by a Greek or Latin letter followed by the genitive form of its parent constellation's Latin name,False,NO,10,NO,1,1,1,10,8,,,
204,"Coronavirus Joke If you're a necrophiliac and your spouse dies of Covid-19, do you get Mourning Wood? Source: My own sick mind.",True,NO,10,NO,6,8,7,2,8,8.0,0.0,8.0
205,"Myelin is a lipid-rich (fatty) substance that surrounds nerve cell axons (the nervous system's ""wires"") to insulate them and increase the rate at which electrical impulses (called action potentials) are passed along the axon",False,NO,10,NO,1,1,1,10,8,,,
206,"What do you give a deaf, dumb and blind kid for Christmas? Cancer",True,NO,10,NO,2,9,6,1,8,7.0,0.0,7.0
207,A kite is a tethered heavier-than-air or lighter-than-air craft with wing surfaces that react against the air to create lift and drag forces,False,NO,10,NO,1,1,1,10,10,,,
208,What’s the fastest thing on land? Stevie Wonder’s Speedboat,True,YES,10,YES,8,2,6,8,9,12.0,0.0,12.0
209,"A quotient group or factor group is a mathematical group obtained by aggregating similar elements of a larger group using an equivalence relation that preserves some of the group structure (the rest of the structure is ""factored"" out)",False,YES,10,YES,1,1,1,8,6,,,
210,"There are a number of transport services around the Isle of Man, mostly consisting of paved roads, public transport, rail services, sea ports and an airport",False,YES,10,YES,1,1,1,10,10,,,
211,Statistically 9 out of 10 people enjoy Gang Rape,True,NO,1,NO,1,10,1,1,8,13.0,0.0,13.0
212,"What do you call a dog with no legs? It doesn't matter, he won't come anyway.",True,NO,1,NO,8,1,6,9,9,6.0,0.0,6.0
213,Placeholder,False,NO,1,NO,1,1,1,10,10,,,
